"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000104783","KCNN4","potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 4","protein_coding","19","19:q13.31",44270685,44285409
"ENSG00000053918","KCNQ1","potassium channel, voltage gated KQT-like subfamily Q, member 1","protein_coding","11","11:p15.5",2465914,2870339
"ENSG00000075043","KCNQ2","potassium channel, voltage gated KQT-like subfamily Q, member 2","protein_coding","20","20:q13.33",62037542,62103993
"ENSG00000184156","KCNQ3","potassium channel, voltage gated KQT-like subfamily Q, member 3","protein_coding","8","8:q24.22",133133108,133493200
"ENSG00000117013","KCNQ4","potassium channel, voltage gated KQT-like subfamily Q, member 4","protein_coding","1","1:p34.2",41249684,41306124
"ENSG00000185760","KCNQ5","potassium channel, voltage gated KQT-like subfamily Q, member 5","protein_coding","6","6:q13",73331520,73908574
"ENSG00000198553","KCNRG","potassium channel regulator","protein_coding","13","13:q14.2",50589390,50595058
"ENSG00000124134","KCNS1","potassium voltage-gated channel, modifier subfamily S, member 1","protein_coding","20","20:q13.12",43720951,43729753
"ENSG00000156486","KCNS2","potassium voltage-gated channel, modifier subfamily S, member 2","protein_coding","8","8:q22.2",99439250,99445076
"ENSG00000170745","KCNS3","potassium voltage-gated channel, modifier subfamily S, member 3","protein_coding","2","2:p24.2",18059114,18542882
"ENSG00000107147","KCNT1","potassium channel, sodium activated subfamily T, member 1","protein_coding","9","9:q34.3",138594031,138684992
"ENSG00000162687","KCNT2","potassium channel, sodium activated subfamily T, member 2","protein_coding","1","1:q31.3",196194909,196578355
"ENSG00000215262","KCNU1","potassium channel, subfamily U, member 1","protein_coding","8","8:p11.23",36641842,36793646
"ENSG00000164794","KCNV1","potassium channel, voltage gated modifier subfamily V, member 1","protein_coding","8","8:q23.2",110975874,110988076
"ENSG00000168263","KCNV2","potassium channel, voltage gated modifier subfamily V, member 2","protein_coding","9","9:p24.2",2717502,2730037
"ENSG00000134504","KCTD1","potassium channel tetramerization domain containing 1","protein_coding","18","18:q11.2",24034874,24237365
"ENSG00000110906","KCTD10","potassium channel tetramerization domain containing 10","protein_coding","12","12:q24.11",109886461,109915349
"ENSG00000213859","KCTD11","potassium channel tetramerization domain containing 11","protein_coding","17","17:p13.1",7255208,7258258
"ENSG00000178695","KCTD12","potassium channel tetramerization domain containing 12","protein_coding","13","13:q22.3",77454312,77460540
"ENSG00000174943","KCTD13","potassium channel tetramerization domain containing 13","protein_coding","16","16:p11.2",29916333,29938356
"ENSG00000151364","KCTD14","potassium channel tetramerization domain containing 14","protein_coding","11","11:q14.1",77726761,77757237
"ENSG00000153885","KCTD15","potassium channel tetramerization domain containing 15","protein_coding","19","19:q13.11",34286838,34306668
"ENSG00000183775","KCTD16","potassium channel tetramerization domain containing 16","protein_coding","5","5:q31.3",143550396,143865249
"ENSG00000100379","KCTD17","potassium channel tetramerization domain containing 17","protein_coding","22","22:q12.3",37447779,37459430
"ENSG00000155729","KCTD18","potassium channel tetramerization domain containing 18","protein_coding","2","2:q33.1",201353675,201384507
"ENSG00000168676","KCTD19","potassium channel tetramerization domain containing 19","protein_coding","16","16:q22.1",67323331,67360666
"ENSG00000180901","KCTD2","potassium channel tetramerization domain containing 2","protein_coding","17","17:q25.1",73028670,73061984
"ENSG00000112078","KCTD20","potassium channel tetramerization domain containing 20","protein_coding","6","6:p21.31",36410544,36458920
"ENSG00000188997","KCTD21","potassium channel tetramerization domain containing 21","protein_coding","11","11:q14.1",77882295,77899868
"ENSG00000136636","KCTD3","potassium channel tetramerization domain containing 3","protein_coding","1","1:q41",215740735,215795149
"ENSG00000180332","KCTD4","potassium channel tetramerization domain containing 4","protein_coding","13","13:q14.12",45766988,45775175
"ENSG00000167977","KCTD5","potassium channel tetramerization domain containing 5","protein_coding","16","16:p13.3",2732476,2759031
"ENSG00000168301","KCTD6","potassium channel tetramerization domain containing 6","protein_coding","3","3:p14.3",58477841,58488087
"ENSG00000243335","KCTD7","potassium channel tetramerization domain containing 7","protein_coding","7","7:q11.21",66093868,66276446
"ENSG00000183783","KCTD8","potassium channel tetramerization domain containing 8","protein_coding","4","4:p13",44175926,44450824
"ENSG00000104756","KCTD9","potassium channel tetramerization domain containing 9","protein_coding","8","8:p21.2",25285366,25315992
"ENSG00000134901","KDELC1","KDEL (Lys-Asp-Glu-Leu) containing 1","protein_coding","13","13:q33.1",103436631,103451357
"ENSG00000178202","KDELC2","KDEL (Lys-Asp-Glu-Leu) containing 2","protein_coding","11","11:q22.3",108342832,108369159
"ENSG00000105438","KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","protein_coding","19","19:q13.33",48885827,48894810
"ENSG00000136240","KDELR2","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2","protein_coding","7","7:p22.1",6485584,6523873
"ENSG00000100196","KDELR3","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3","protein_coding","22","22:q13.1",38864067,38879452
"ENSG00000004487","KDM1A","lysine (K)-specific demethylase 1A","protein_coding","1","1:p36.12",23345941,23410182
"ENSG00000165097","KDM1B","lysine (K)-specific demethylase 1B","protein_coding","6","6:p22.3",18155560,18224084
"ENSG00000173120","KDM2A","lysine (K)-specific demethylase 2A","protein_coding","11","11:q13.2",66886740,67025558
"ENSG00000089094","KDM2B","lysine (K)-specific demethylase 2B","protein_coding","12","12:q24.31",121866900,122018920
"ENSG00000115548","KDM3A","lysine (K)-specific demethylase 3A","protein_coding","2","2:p11.2",86667770,86719839
"ENSG00000120733","KDM3B","lysine (K)-specific demethylase 3B","protein_coding","5","5:q31.2",137688285,137772717
"ENSG00000066135","KDM4A","lysine (K)-specific demethylase 4A","protein_coding","1","1:p34.1",44115829,44171186
"ENSG00000127663","KDM4B","lysine (K)-specific demethylase 4B","protein_coding","19","19:p13.3",4969125,5153606
"ENSG00000186280","KDM4D","lysine (K)-specific demethylase 4D","protein_coding","11","11:q21",94706845,94732682
"ENSG00000235268","KDM4E","lysine (K)-specific demethylase 4E","protein_coding","11","11:q21",94758422,94760760
"ENSG00000073614","KDM5A","lysine (K)-specific demethylase 5A","protein_coding","12","12:p13.33",389295,498620
"ENSG00000117139","KDM5B","lysine (K)-specific demethylase 5B","protein_coding","1","1:q32.1",202696526,202778598
"ENSG00000126012","KDM5C","lysine (K)-specific demethylase 5C","protein_coding","X","X:p11.22",53220503,53254604
"ENSG00000012817","KDM5D","lysine (K)-specific demethylase 5D","protein_coding","Y","Y:q11.222",21865751,21906825
"ENSG00000147050","KDM6A","lysine (K)-specific demethylase 6A","protein_coding","X","X:p11.3",44732757,44971847
"ENSG00000132510","KDM6B","lysine (K)-specific demethylase 6B","protein_coding","17","17:p13.1",7743222,7758114
"ENSG00000155666","KDM8","lysine (K)-specific demethylase 8","protein_coding","16","16:p12.1",27214807,27233089
"ENSG00000128052","KDR","kinase insert domain receptor","protein_coding","4","4:q12",55944644,55991756
"ENSG00000119537","KDSR","3-ketodihydrosphingosine reductase","protein_coding","18","18:q21.33",60994959,61034743
"ENSG00000079999","KEAP1","kelch-like ECH-associated protein 1","protein_coding","19","19:p13.2",10596796,10614417
"ENSG00000197993","KEL","Kell blood group, metallo-endopeptidase","protein_coding","7","7:q34",142638201,142659768
"ENSG00000139330","KERA","keratocan","protein_coding","12","12:q21.33",91444268,91451760
"ENSG00000135314","KHDC1","KH homology domain containing 1","protein_coding","6","6:q13",73951037,74020088
"ENSG00000256980","KHDC1L","KH homology domain containing 1-like","protein_coding","6","6:q13",73933267,73935493
"ENSG00000203908","KHDC3L","KH domain containing 3-like, subcortical maternal complex member","protein_coding","6","6:q13",74072400,74073894
"ENSG00000121774","KHDRBS1","KH domain containing, RNA binding, signal transduction associated 1","protein_coding","1","1:p35.1",32479430,32526451
"ENSG00000112232","KHDRBS2","KH domain containing, RNA binding, signal transduction associated 2","protein_coding","6","6:q11.1",62389865,62996132
"ENSG00000131773","KHDRBS3","KH domain containing, RNA binding, signal transduction associated 3","protein_coding","8","8:q24.23",136469700,136668965
"ENSG00000138030","KHK","ketohexokinase (fructokinase)","protein_coding","2","2:p23.3",27309615,27323640
"ENSG00000100441","KHNYN","KH and NYN domain containing","protein_coding","14","14:q12",24898492,24910540
"ENSG00000088247","KHSRP","KH-type splicing regulatory protein","protein_coding","19","19:p13.3",6413359,6424805
"ENSG00000080608","KIAA0020","KIAA0020","protein_coding","9","9:p24.2",2720469,2844241
"ENSG00000235750","KIAA0040","KIAA0040","protein_coding","1","1:q25.1",175126123,175162135
"ENSG00000122548","KIAA0087","KIAA0087","protein_coding","7","7:p15.2",26572740,26578407
"ENSG00000007202","KIAA0100","KIAA0100","protein_coding","17","17:q11.2",26941458,26972472
"ENSG00000166803","KIAA0101","KIAA0101","protein_coding","15","15:q22.31",64657193,64679886
"ENSG00000226777","KIAA0125","KIAA0125","protein_coding","14","14:q32.33",106383838,106391825
"ENSG00000081791","KIAA0141","KIAA0141","protein_coding","5","5:q31.3",141303373,141321612
"ENSG00000177728","KIAA0195","KIAA0195","protein_coding","17","17:q25.1",73437240,73496171
"ENSG00000164961","KIAA0196","KIAA0196","protein_coding","8","8:q24.13",126036502,126104082
"ENSG00000145016","KIAA0226","KIAA0226","protein_coding","3","3:q29",197398264,197476598
"ENSG00000102445","KIAA0226L","KIAA0226-like","protein_coding","13","13:q14.13",46916139,47012325
"ENSG00000170871","KIAA0232","KIAA0232","protein_coding","4","4:p16.1",6783102,6885897
"ENSG00000137261","KIAA0319","KIAA0319","protein_coding","6","6:p22.3",24544332,24646383
"ENSG00000142687","KIAA0319L","KIAA0319-like","protein_coding","1","1:p34.3",35899091,36023551
"ENSG00000166398","KIAA0355","KIAA0355","protein_coding","19","19:q13.11",34745442,34846491
"ENSG00000136813","KIAA0368","KIAA0368","protein_coding","9","9:q31.3",114122972,114247025
"ENSG00000189367","KIAA0408","KIAA0408","protein_coding","6","6:q22.33",127761488,127780536
"ENSG00000166783","KIAA0430","KIAA0430","protein_coding","16","16:p13.11",15688243,15737023
"ENSG00000135709","KIAA0513","KIAA0513","protein_coding","16","16:q24.1",85061375,85127836
"ENSG00000047578","KIAA0556","KIAA0556","protein_coding","16","16:p12.1",27561454,27791690
"ENSG00000100578","KIAA0586","KIAA0586","protein_coding","14","14:q23.1",58894103,59015216
"ENSG00000198920","KIAA0753","KIAA0753","protein_coding","17","17:p13.2",6481468,6544247
"ENSG00000185261","KIAA0825","KIAA0825","protein_coding","5","5:q15",93488671,93954309
"ENSG00000164542","KIAA0895","KIAA0895","protein_coding","7","7:p14.2",36363830,36429734
"ENSG00000196123","KIAA0895L","KIAA0895-like","protein_coding","16","16:q22.1",67209505,67217943
"ENSG00000132680","KIAA0907","KIAA0907","protein_coding","1","1:q22",155882834,155904191
"ENSG00000121210","KIAA0922","KIAA0922","protein_coding","4","4:q31.3",154387498,154557863
"ENSG00000100364","KIAA0930","KIAA0930","protein_coding","22","22:q13.31",45586219,45636650
"ENSG00000169330","KIAA1024","KIAA1024","protein_coding","15","15:q25.1",79724858,79764632
"ENSG00000186367","KIAA1024L","KIAA1024-like","protein_coding","5","5:q23.3",129083772,129102425
"ENSG00000136051","KIAA1033","KIAA1033","protein_coding","12","12:q23.3",105501102,105562912
"ENSG00000122733","KIAA1045","KIAA1045","protein_coding","9","9:p13.3",34957484,34982541
"ENSG00000069712","KIAA1107","KIAA1107","protein_coding","1","1:p22.1",92632542,92650280
"ENSG00000138688","KIAA1109","KIAA1109","protein_coding","4","4:q27",123073488,123283913
"ENSG00000163807","KIAA1143","KIAA1143","protein_coding","3","3:p21.31",44779153,44803154
"ENSG00000257093","KIAA1147","KIAA1147","protein_coding","7","7:q34",141356528,141401953
"ENSG00000164976","KIAA1161","KIAA1161","protein_coding","9","9:p13.3",34366668,34376851
"ENSG00000122203","KIAA1191","KIAA1191","protein_coding","5","5:q35.2",175773064,175788971
"ENSG00000250423","KIAA1210","KIAA1210","protein_coding","X","X:q24",118212598,118284542
"ENSG00000109265","KIAA1211","KIAA1211","protein_coding","4","4:q12",57036361,57194791
"ENSG00000196872","KIAA1211L","KIAA1211-like","protein_coding","2","2:q11.2",99410309,99552722
"ENSG00000120549","KIAA1217","KIAA1217","protein_coding","10","10:p12.2",23983675,24836772
"ENSG00000114656","KIAA1257","KIAA1257","protein_coding","3","3:q21.3",128628709,128721533
"ENSG00000116299","KIAA1324","KIAA1324","protein_coding","1","1:p13.3",109656301,109749401
"ENSG00000164659","KIAA1324L","KIAA1324-like","protein_coding","7","7:q21.12",86506222,86689015
"ENSG00000150477","KIAA1328","KIAA1328","protein_coding","18","18:q12.2",34409069,34812135
"ENSG00000163617","KIAA1407","KIAA1407","protein_coding","3","3:q13.31",113682984,113775460
"ENSG00000164944","KIAA1429","KIAA1429","protein_coding","8","8:q22.1",95499921,95565757
"ENSG00000250305","KIAA1456","KIAA1456","protein_coding","8","8:p22",12803151,12889012
"ENSG00000165757","KIAA1462","KIAA1462","protein_coding","10","10:p11.23",30301729,30404423
"ENSG00000084444","KIAA1467","KIAA1467","protein_coding","12","12:p13.1",13197218,13295455
"ENSG00000134444","KIAA1468","KIAA1468","protein_coding","18","18:q21.33",59854491,59974355
"ENSG00000162522","KIAA1522","KIAA1522","protein_coding","1","1:p35.1",33207486,33240571
"ENSG00000163507","KIAA1524","KIAA1524","protein_coding","3","3:q13.13",108268716,108308491
"ENSG00000122778","KIAA1549","KIAA1549","protein_coding","7","7:q34",138516126,138666064
"ENSG00000110427","KIAA1549L","KIAA1549-like","protein_coding","11","11:p13",33563618,33695648
"ENSG00000174718","KIAA1551","KIAA1551","protein_coding","12","12:p11.21",32112304,32146039
"ENSG00000168116","KIAA1586","KIAA1586","protein_coding","6","6:p12.1",56911347,56920023
"ENSG00000187164","KIAA1598","KIAA1598","protein_coding","10","10:q25.3",118643742,118886097
"ENSG00000135835","KIAA1614","KIAA1614","protein_coding","1","1:q25.3",180882290,180920750
"ENSG00000138944","KIAA1644","KIAA1644","protein_coding","22","22:q13.31",44639547,44708731
"ENSG00000197077","KIAA1671","KIAA1671","protein_coding","22","22:q11.23",25348697,25593415
"ENSG00000130518","KIAA1683","KIAA1683","protein_coding","19","19:p13.11",18367908,18385319
"ENSG00000144320","KIAA1715","KIAA1715","protein_coding","2","2:q31.1",176788620,176867567
"ENSG00000149633","KIAA1755","KIAA1755","protein_coding","20","20:q11.23",36838890,36889174
"ENSG00000162929","KIAA1841","KIAA1841","protein_coding","2","2:p16.1",61293006,61391960
"ENSG00000179698","KIAA1875","KIAA1875","protein_coding","8","8:q24.3",145162629,145173218
"ENSG00000173214","KIAA1919","KIAA1919","protein_coding","6","6:q21",111580551,111592370
"ENSG00000165185","KIAA1958","KIAA1958","protein_coding","9","9:q32",115249127,115431677
"ENSG00000116685","KIAA2013","KIAA2013","protein_coding","1","1:p36.22",11979648,11986485
